0,275,0,259,0,304
0.454,256.476,0.454,241.41,0.454,291.302
0.908,256.026,0.908,257.924,0.908,300.577
1.362,265.54,1.362,239.459,1.362,294.928
1.816,260.469,1.816,259.142,1.816,287.321
2.27,254.042,2.27,248.657,2.27,288.657
2.724,262.588,2.724,251.487,2.724,304.995
3.178,269.441,3.178,240.612,3.178,295.319
3.632,279.631,3.632,254.429,3.632,288.246
4.086,272.559,4.086,264.066,4.086,266.014
4.54,261.147,4.54,250.699,4.54,278.744
4.994,271.941,4.994,244.837,4.994,285.349
5.448,266.745,5.448,243.901,5.448,309.629
5.902,275.756,5.902,249.044,5.902,296.196
6.356,269.893,6.356,246.503,6.356,282.948
6.81,273.652,6.81,248.193,6.81,275.467
7.264,254.697,7.264,256.732,7.264,272.201
7.718,244.452,7.718,247.863,7.718,305.59
8.172,256.142,8.172,241.688,8.172,285.503
8.626,263.234,8.626,251.641,8.626,289.692
9.08,273.446,9.08,255.331,9.08,270.715
9.534,262.976,9.534,257.42,9.534,278.151
9.988,250.361,9.988,253.751,9.988,278.148
10.442,264.68,10.442,245.996,10.442,282.705
10.896,267.523,10.896,248.092,10.896,289.204
11.35,258.406,11.35,255.975,11.35,290.577
11.804,256.374,11.804,250.176,11.804,295.865
12.258,255.541,12.258,252.684,12.258,300.775
12.712,250.637,12.712,259.399,12.712,301.837
13.166,250.86,13.166,259.453,13.166,301.608
13.62,272.728,13.62,256.873,13.62,290.949
14.074,262.093,14.074,261.071,14.074,287.902
14.528,261.942,14.528,275.173,14.528,306.658
14.982,269.815,14.982,285.31,14.982,294.431
15.436,250.422,15.436,264.479,15.436,295.385
15.89,259.185,15.89,251.941,15.89,326.275
16.344,255.488,16.344,240.228,16.344,290.148
16.798,274.506,16.798,257.797,16.798,287.463
17.252,264.446,17.252,259.182,17.252,287.796
17.706,261.722,17.706,242.004,17.706,284.297
18.16,265.842,18.16,237.29,18.16,287.066
18.614,259.889,18.614,229.402,18.614,281.306
19.068,257.256,19.068,271.353,19.068,285.16
19.522,260.592,19.522,265.613,19.522,291.124
19.976,247.36,19.976,265.994,19.976,293.448
20.43,289.78,20.43,248.094,20.43,289.356
20.884,269.968,20.884,248.934,20.884,301.031
21.338,257.274,21.338,260.234,21.338,307.47
21.792,259.369,21.792,256.275,21.792,298.511
22.246,271.784,22.246,244.937,22.246,290.62
22.7,264.197,22.7,233.737,22.7,292.976
23.154,252.074,23.154,252.284,23.154,290.08
23.608,268.712,23.608,260.28,23.608,284.825
24.062,260.898,24.062,271.684,24.062,298.026
24.516,257.068,24.516,257.67,24.516,295.195
24.97,267.81,24.97,244.601,24.97,300.682
25.424,274.462,25.424,236.718,25.424,304.702
25.878,278.161,25.878,242.481,25.878,297.81
26.332,280.021,26.332,260.068,26.332,285.885
26.786,262.943,26.786,257.344,26.786,300.958
27.24,253.812,27.24,247.164,27.24,296.856
27.694,253.684,27.694,253.952,27.694,304.23
28.148,249.561,28.148,265.016,28.148,310.764
28.602,252.002,28.602,255.215,28.602,294.103
29.056,260.519,29.056,246.754,29.056,307.976
29.51,245.996,29.51,238.897,29.51,300.208
29.964,264.552,29.964,254.166,29.964,297.561
30.418,266.371,30.418,256.643,30.418,307.038
30.872,276.528,30.872,247.977,30.872,284.211
31.326,279.922,31.326,255.913,31.326,286.144
31.78,266.61,31.78,260.103,31.78,290.459
32.234,263.788,32.234,243.315,32.234,305.564
32.688,268.454,32.688,230.117,32.688,288.074
33.142,244.908,33.142,243.645,33.142,298.457
33.596,250.928,33.596,238.904,33.596,297.797
34.05,270.826,34.05,246.351,34.05,295.208
34.504,272.135,34.504,253.041,34.504,297.327
34.958,255.939,34.958,237.031,34.958,324.44
35.412,271.629,35.412,258.721,35.412,299.449
35.866,278.508,35.866,244.244,35.866,297.372
36.32,274.956,36.32,231.951,36.32,296.583
36.774,275.813,36.774,255.633,36.774,288.238
37.228,269.699,37.228,256.562,37.228,303.832
37.682,265.353,37.682,261.644,37.682,315.116
38.136,233.311,38.136,263.28,38.136,304.216
38.59,249.034,38.59,260.249,38.59,292.167
39.044,264.979,39.044,247.553,39.044,299.457
39.498,263.805,39.498,256.627,39.498,303.783
39.952,272.707,39.952,250.343,39.952,290.953
40.406,278.366,40.406,253.244,40.406,306.173
40.86,266.755,40.86,282.52,40.86,303.619
41.314,281.318,41.314,280.034,41.314,295.253
41.768,276.217,41.768,257.193,41.768,288.081
42.222,254.128,42.222,253.307,42.222,304.6
42.676,272.295,42.676,256.339,42.676,286.681
43.13,259.629,43.13,254.045,43.13,310.986
43.584,272.635,43.584,238.777,43.584,328.764
44.038,266.125,44.038,240.948,44.038,325.584
44.492,281.524,44.492,257.535,44.492,300.364
44.946,272.432,44.946,244.217,44.946,305.306
45.4,266.897,45.4,257.327,45.4,304.681
45.854,269.887,45.854,256.664,45.854,322.982
46.308,263.187,46.308,264.737,46.308,319.921
46.762,263.812,46.762,275.84,46.762,304.965
47.216,268.556,47.216,266.686,47.216,319.818
47.67,268.838,47.67,253.725,47.67,303.856
48.124,270.3,48.124,259.73,48.124,313.794
48.578,278.657,48.578,266.622,48.578,330.232
49.032,297.578,49.032,257.388,49.032,310.709
49.486,263.48,49.486,267.19,49.486,322.066
49.94,268.598,49.94,263.914,49.94,324.025
50.394,267.649,50.394,267.732,50.394,314.522
50.848,281.855,50.848,272.39,50.848,302.688
51.302,275.108,51.302,248.758,51.302,340.808
51.756,265.598,51.756,229.471,51.756,319.881
52.21,263.126,52.21,259.68,52.21,333.544
52.664,273.121,52.664,260.993,52.664,326.469
53.118,271.391,53.118,244.261,53.118,335.383
53.572,284.758,53.572,274.108,53.572,342.209
54.026,273.662,54.026,275.347,54.026,340.131
54.48,288.666,54.48,253.251,54.48,348.502
54.934,253.27,54.934,261.179,54.934,368.279
55.388,263.97,55.388,256.464,55.388,429.253
55.842,269.434,55.842,274.141,55.842,429.836
56.296,284.283,56.296,258.167,56.296,448.736
56.75,267.727,56.75,258.322,56.75,476.851
57.204,261.057,57.204,264.393,57.204,500.385
57.658,275.1,57.658,266.952,57.658,516.274
58.112,297.972,58.112,268.018,58.112,538.036
58.566,291.815,58.566,286.329,58.566,559.199
59.02,275.081,59.02,253.473,59.02,547.133
59.474,278.722,59.474,263.197,59.474,577.328
59.928,270.614,59.928,274.31,59.928,558.382
60.382,261.516,60.382,263.709,60.382,553.202
60.836,276.531,60.836,276.662,60.836,523.681
61.29,274.604,61.29,275.747,61.29,516.482
61.744,278.55,61.744,254.507,61.744,504.304
62.198,263.572,62.198,273.19,62.198,484.729
62.652,267.635,62.652,267.482,62.652,448.297
63.106,275.293,63.106,266.007,63.106,449.765
63.56,276.937,63.56,271.058,63.56,420.634
64.014,282.177,64.014,265.627,64.014,388.406
64.468,277.313,64.468,263.286,64.468,402.051
64.922,276.629,64.922,265.414,64.922,423.556
65.376,285.796,65.376,256.354,65.376,433.45
65.83,259.756,65.83,262.879,65.83,429.832
66.284,286.083,66.284,275.778,66.284,408.949
66.738,275.956,66.738,279.958,66.738,438.513
67.192,265.163,67.192,291.782,67.192,446.173
67.646,281.823,67.646,296.003,67.646,442.928
68.1,264.816,68.1,287.847,68.1,440.757
68.554,260.462,68.554,292.319,68.554,429.546
69.008,261.53,69.008,326.364,69.008,408.555
69.462,245.283,69.462,334.645,69.462,393.178
69.916,272.602,69.916,364.892,69.916,399.522
70.37,281.912,70.37,419.411,70.37,393.888
70.824,273.228,70.824,453.52,70.824,372.114
71.278,270.309,71.278,492.267,71.278,371.434
71.732,264.101,71.732,501.912,71.732,381.439
72.186,263.168,72.186,516.726,72.186,373.245
72.64,264.653,72.64,528.029,72.64,376.108
73.094,266.673,73.094,521.483,73.094,363.807
73.548,267.444,73.548,493.915,73.548,379.445
74.002,273.785,74.002,468.536,74.002,391.053
74.456,269.928,74.456,495.178,74.456,382.25
74.91,294.09,74.91,450.255,74.91,362.015
75.364,299.502,75.364,436.938,75.364,349.427
75.818,293.206,75.818,401.41,75.818,357.75
76.272,290.873,76.272,370.965,76.272,349.135
76.726,282.796,76.726,357.619,76.726,338.129
77.18,279.082,77.18,355.617,77.18,339.487
77.634,285.814,77.634,370.729,77.634,342.16
78.088,284.984,78.088,349.294,78.088,336.374
78.542,295.7,78.542,330.124,78.542,367.179
78.996,295.079,78.996,346.577,78.996,344.378
79.45,287.784,79.45,334.502,79.45,338.666
79.904,289.268,79.904,310.994,79.904,343.131
80.358,293.813,80.358,325.702,80.358,347.907
80.812,326.665,80.812,315.84,80.812,349.873
81.266,379.743,81.266,313.811,81.266,342.939
81.72,379.518,81.72,312.648,81.72,343.706
82.174,424.798,82.174,322.514,82.174,364.538
82.628,460.273,82.628,327.919,82.628,343.79
83.082,490.343,83.082,330.069,83.082,330.658
83.536,548.326,83.536,320.23,83.536,362.41
83.99,579.397,83.99,321.218,83.99,361.772
84.444,603.113,84.444,320.887,84.444,356.673
84.898,638.028,84.898,310.884,84.898,335.155
85.352,664.312,85.352,305.42,85.352,319.514
85.806,616.54,85.806,288.156,85.806,328.832
86.26,594.46,86.26,275.512,86.26,330.593
86.714,630.14,86.714,276.592,86.714,320.183
87.168,612.489,87.168,285.307,87.168,336.093
87.622,605.151,87.622,296.011,87.622,336.033
88.076,556.601,88.076,295.692,88.076,328.99
88.53,530.717,88.53,273.828,88.53,330.264
88.984,535.725,88.984,264.477,88.984,352.98
89.438,509.457,89.438,294.189,89.438,346.044
89.892,490.88,89.892,274.181,89.892,339.478
90.346,506.124,90.346,267.239,90.346,362.689
90.8,475.089,90.8,272.112,90.8,324.141
91.254,490.927,91.254,265.627,91.254,313.692
91.708,477.645,91.708,240.567,91.708,341.985
92.162,470.176,92.162,269.767,92.162,362.066
92.616,426.389,92.616,264.799,92.616,347.437
93.07,423.875,93.07,262.132,93.07,342.871
93.524,412.625,93.524,292.058,93.524,342.881
93.978,398.975,93.978,282.032,93.978,344.616
94.432,404.793,94.432,294.974,94.432,338.555
94.886,386.633,94.886,288.5,94.886,351.553
95.34,365.158,95.34,296.758,95.34,336.516
95.794,349.694,95.794,274.682,95.794,345.521
96.248,356.527,96.248,282.192,96.248,375.924
96.702,359.902,96.702,268.861,96.702,339.867
97.156,379.717,97.156,266.046,97.156,327.284
97.61,370.522,97.61,266.613,97.61,352.66
98.064,364.67,98.064,273.73,98.064,380.343
98.518,381.249,98.518,266.441,98.518,339.127
98.972,367.399,98.972,282.52,98.972,342.311
99.426,400.537,99.426,271.815,99.426,339.473
99.88,430.242,99.88,269.055,99.88,356.699
100.334,447.701,100.334,266.002,100.334,351.33
100.788,420.507,100.788,272.872,100.788,347.599
101.242,415.98,101.242,270.278,101.242,361.635
101.696,409.733,101.696,274.358,101.696,347.052
102.15,418.164,102.15,271.378,102.15,357.363
102.604,395.236,102.604,268.334,102.604,371.169
103.058,378.673,103.058,272.328,103.058,362.548
103.512,358.559,103.512,285.678,103.512,337.333
103.966,334.625,103.966,273.783,103.966,336.119
104.42,335.643,104.42,272.556,104.42,344.997
104.874,322.325,104.874,278.94,104.874,357.471
105.328,337.512,105.328,277.954,105.328,377.475
105.782,331.746,105.782,284.406,105.782,361.74
106.236,316.226,106.236,286.718,106.236,357.611
106.69,314.516,106.69,271.2,106.69,341.645
107.144,300.795,107.144,285.421,107.144,346.507
107.598,311.816,107.598,286.568,107.598,358.345
108.052,305.751,108.052,266.841,108.052,365.435
108.506,301.677,108.506,264.219,108.506,346.976
108.96,332.473,108.96,278.101,108.96,341.679
109.414,312.774,109.414,272.658,109.414,344.871
109.868,309.719,109.868,265.446,109.868,332.145
110.322,323.195,110.322,270.787,110.322,335.688
110.776,305.815,110.776,273.229,110.776,343.285
111.23,314.237,111.23,283.743,111.23,365.135
111.684,307.445,111.684,281.785,111.684,375.965
112.138,307.494,112.138,290.295,112.138,373.527
112.592,306.992,112.592,265.525,112.592,359.196
113.046,313.991,113.046,269.049,113.046,358.033
113.5,315.338,113.5,295.59,113.5,359.422
113.954,299.398,113.954,289.508,113.954,374.563
114.408,298.941,114.408,267.961,114.408,375.545
114.862,292.31,114.862,288.85,114.862,371.567
115.316,311.503,115.316,281.06,115.316,384.98
115.77,300.547,115.77,274.492,115.77,366.033
116.224,273.199,116.224,293.927,116.224,360.224
116.678,297.204,116.678,297.575,116.678,369.647
117.132,294.679,117.132,283.921,117.132,388.928
117.586,293.142,117.586,274.298,117.586,377.652
118.04,289.179,118.04,262.724,118.04,368.384
118.494,289.017,118.494,258.733,118.494,356.265
118.948,294.702,118.948,259.737,118.948,352.555
119.402,308.799,119.402,270.889,119.402,370.129
119.856,318.453,119.856,286.731,119.856,372.657
120.31,306.674,120.31,284.285,120.31,357.605
120.764,315.857,120.764,277.202,120.764,358.059
121.218,302.407,121.218,266.687,121.218,355.939
121.672,308.449,121.672,275.644,121.672,345.062
122.126,295.063,122.126,276.696,122.126,356.168
122.58,292.734,122.58,268.778,122.58,360.398
123.034,297.31,123.034,273.806,123.034,365.222
123.488,304.115,123.488,291.145,123.488,354.144
123.942,297.653,123.942,286.846,123.942,365.001
124.396,295.168,124.396,287.208,124.396,361.693
124.85,322.168,124.85,293.714,124.85,349.475
125.304,302.798,125.304,292.799,125.304,363.614
125.758,302.011,125.758,291.651,125.758,378.997
126.212,315.517,126.212,302.037,126.212,362.484
126.666,324.237,126.666,305.517,126.666,362.399
127.12,322.953,127.12,314.962,127.12,367.888
127.574,311.896,127.574,292.605,127.574,366.127
128.028,319.556,128.028,294.443,128.028,364.103
128.482,335.155,128.482,276.498,128.482,369.775
128.936,334.76,128.936,292.178,128.936,362.909
129.39,319.219,129.39,280.541,129.39,359.612
129.844,336.648,129.844,282.454,129.844,377.61
130.298,334.443,130.298,276.313,130.298,370.681
130.752,332.181,130.752,287.605,130.752,377.006
131.206,345.681,131.206,271.626,131.206,374.498
131.66,354.963,131.66,288.396,131.66,366.448
132.114,333.655,132.114,280.838,132.114,374.889
132.568,311.259,132.568,286.712,132.568,363.989
133.022,321.582,133.022,274.611,133.022,381.154
133.476,290.257,133.476,290.31,133.476,372.199
133.93,316.856,133.93,281.317,133.93,352.196
134.384,310.573,134.384,293.773,134.384,366.167
134.838,303.439,134.838,292.127,134.838,375.637
135.292,310.325,135.292,295.492,135.292,377.469
135.746,329.926,135.746,292.137,135.746,382.262
136.2,308.664,136.2,287.251,136.2,369.979
136.654,313.694,136.654,295.373,136.654,379.592
137.108,316.147,137.108,286.212,137.108,380.424
137.562,317.426,137.562,284.78,137.562,364.132
138.016,298.745,138.016,295.165,138.016,349.094
138.47,320.628,138.47,294.035,138.47,362.116
138.924,321.301,138.924,292.952,138.924,385.628
139.378,323.667,139.378,295.3,139.378,399.357
139.832,327.739,139.832,304.773,139.832,398.735
140.286,300.19,140.286,300.206,140.286,408.147
140.74,327.01,140.74,306.093,140.74,424.741
141.194,306.96,141.194,299.225,141.194,426.023
141.648,301.594,141.648,307.925,141.648,440.493
142.102,320.373,142.102,321.338,142.102,402.494
142.556,317.747,142.556,313.78,142.556,406.573
143.01,332.431,143.01,325.524,143.01,420.121
143.464,320.527,143.464,323.364,143.464,399.784
143.918,313.925,143.918,312.856,143.918,400.748
144.372,320.351,144.372,312.779,144.372,399.86
144.826,336.998,144.826,301.777,144.826,388.096
145.28,318.138,145.28,301.845,145.28,388.055
145.734,297.932,145.734,307.341,145.734,394.675
146.188,302.43,146.188,314.103,146.188,383.561
146.642,303.214,146.642,303.273,146.642,395.668
147.096,304.42,147.096,331.506,147.096,389.578
147.55,316.799,147.55,301.642,147.55,384.875
148.004,316.959,148.004,277.481,148.004,388
148.458,303.999,148.458,307.179,148.458,383.719
148.912,302.772,148.912,298.13,148.912,395.552
149.366,309.376,149.366,290.691,149.366,367.988
149.82,307.214,149.82,304.841,149.82,367.887
150.274,318.52,150.274,279.49,150.274,385.673
150.728,305.11,150.728,276.563,150.728,380.627
151.182,305.81,151.182,303.548,151.182,371.071
151.636,332.175,151.636,278.347,151.636,378
152.09,322.771,152.09,283.695,152.09,380.203
152.544,325.631,152.544,290.633,152.544,364.715
152.998,303.016,152.998,268.31,152.998,369.388
153.452,312.947,153.452,264.651,153.452,406.01
153.906,297.638,153.906,278.75,153.906,381.103
154.36,322.127,154.36,271.816,154.36,358.543
154.814,307.314,154.814,294.367,154.814,356.445
155.268,305.635,155.268,302.558,155.268,358.534
155.722,315.681,155.722,306.108,155.722,365.624
156.176,321.937,156.176,285.876,156.176,370.881
156.63,320.001,156.63,295.77,156.63,343.51
157.084,334.057,157.084,292.065,157.084,358.15
157.538,317.601,157.538,311.993,157.538,363.898
157.992,328.144,157.992,320.083,157.992,396.259
158.446,339.626,158.446,291.205,158.446,373.539
158.9,327.969,158.9,290.65,158.9,370.914
159.354,315.808,159.354,301.2,159.354,364.365
159.808,308.642,159.808,322.255,159.808,364.235
160.262,326.775,160.262,313.982,160.262,372.684
160.716,300.406,160.716,314.559,160.716,381.956
161.17,318.916,161.17,328.358,161.17,373.163
161.624,340.52,161.624,322.093,161.624,383.634
162.078,339.585,162.078,335.773,162.078,391.904
162.532,325.413,162.532,348.162,162.532,373.558
162.986,306.609,162.986,332.102,162.986,361.462
163.44,326.843,163.44,314.205,163.44,371.863
163.894,332.011,163.894,300.998,163.894,364.405
164.348,312.488,164.348,303.398,164.348,349.712
164.802,320.835,164.802,315.226,164.802,365.102
165.256,353.51,165.256,327.325,165.256,375.85
165.71,339.975,165.71,337.892,165.71,389.512
166.164,314.293,166.164,310.913,166.164,370.325
166.618,318.163,166.618,311.116,166.618,394.286
167.072,320.582,167.072,301.186,167.072,374.176
167.526,307.97,167.526,315.225,167.526,366.051
167.98,333.858,167.98,307.582,167.98,359.62
168.434,340.365,168.434,323.589,168.434,371.923
168.888,327.113,168.888,323.872,168.888,375.536
169.342,332.746,169.342,300.162,169.342,396.356
169.796,338.842,169.796,308.258,169.796,367.23
170.25,320.196,170.25,297.234,170.25,359.362
170.704,325.972,170.704,306.216,170.704,381.683
171.158,315.289,171.158,303.571,171.158,382.844
171.612,307.133,171.612,308.247,171.612,368.915
172.066,329,172.066,310.128,172.066,356.623
172.52,301.055,172.52,326.669,172.52,377.394
172.974,308.65,172.974,333.147,172.974,357.866
173.428,316.403,173.428,330.107,173.428,376.581
173.882,316.457,173.882,296.202,173.882,380.273
174.336,339.566,174.336,320.391,174.336,382.802
174.79,307.533,174.79,313.054,174.79,375.384
175.244,301.736,175.244,312.275,175.244,377.282
175.698,314.129,175.698,294.857,175.698,372.782
176.152,309.923,176.152,291.717,176.152,371.376
176.606,315.444,176.606,287.107,176.606,388.789
